title,price,location,Registration Year,Insurance,Fuel Type,Kms Driven,RTO,Ownership
2024 Skoda Kushaq 1.5 TSI Style DSG,₹14.33 Lakh,"Ganapathipuram, Chennai",Oct 2024,Comprehensive,Petrol,"1,765 Kms",Chennai,First Owner
2020 Jeep Compass 2.0 Sport Plus,₹13.66 Lakh,"Anna Nagar, Chennai",2020,Expired,Diesel,"30,000 Kms",Chennai,Second Owner
2018 Honda Jazz V CVT,₹6.70 Lakh,"Vadapalani, Chennai",Feb 2018,Comprehensive,Petrol,"27,963 Kms",Chennai,First Owner
2023 Tata Punch Accomplished AMT,₹8 Lakh,"Vadapalani, Chennai",2023,Expired,Petrol,"20,000 Kms",Ahmedabad,First Owner
2023 Tata Tiago XZ Plus CNG,₹8.20 Lakh,"Vadapalani, Chennai",2024,Zero Dep,CNG,"2,900 Kms",,First Owner
2018 Maruti Swift Dzire AMT ZXI,₹5.84 Lakh,"Medavakkam, Chennai",Feb 2018,Comprehensive,Petrol,"47,618 Kms",Poonamallee,First Owner
2016 Ford Fiesta Diesel Style,₹5.71 Lakh,"Medavakkam, Chennai",Feb 2016,Comprehensive,Diesel,"1,18,218 Kms",Chennai,First Owner
2014 Honda Amaze VX AT i-Vtech,₹3.70 Lakh,"Ganapathipuram, Chennai",2014,Expired,Petrol,"1,20,000 Kms",Chennai,First Owner
2024 Audi Q7 Technology WO Matrix,₹86.90 Lakh,"Paltra, Gurgaon",,Expired,Petrol,"5,000 Kms",,
2022 Maruti Swift VXI BSVI,₹7.75 Lakh,"Vadapalani, Chennai",Aug 2022,Comprehensive,Petrol,"24,000 Kms",Chennai,First Owner
2018 Maruti S Cross Zeta DDiS 200 SH,₹7.45 Lakh,"Vadapalani, Chennai",Sept 2018,Expired,Diesel,"1,01,000 Kms",Chennai,First Owner
2022 Volkswagen Taigun 1.0 TSI Topline BSVI,₹11.51 Lakh,"Vadapalani, Chennai",Oct 2022,Zero Dep,Petrol,"21,375 Kms",Chennai,First Owner
2021 Renault Triber RXZ Dual Tone,₹7.99 Lakh,"Vadapalani, Chennai",Dec 2021,Comprehensive,Petrol,"28,230 Kms",Chennai,First Owner
2022 Tata Punch Creative,₹7.65 Lakh,"Vadapalani, Chennai",Aug 2022,Comprehensive,Petrol,"25,588 Kms",Chennai,First Owner
2019 MG Hector Sharp Diesel MT,₹16.50 Lakh,"Nungambakkam, Chennai",Jul 2019,Comprehensive,Diesel,"53,000 Kms",Chennai,First Owner
2016 Hyundai i20 Sportz Petrol,₹4.12 Lakh,"Ganapathipuram, Chennai",Mar 2016,Comprehensive,Petrol,"17,572 Kms",Chennai,First Owner
2021 Hyundai Grand i10 Nios Sportz,₹6.90 Lakh,"Vadapalani, Chennai",Jul 2021,Comprehensive,Petrol,"5,000 Kms",Nagercoil,First Owner
2013 Mercedes-Benz E-Class 220 CDI,₹15.50 Lakh,"Thygaraya Nagar, Chennai",2013,Expired,Diesel,"60,000 Kms",red hills,Third Owner
2016 BMW 3 Series 320d,₹13.50 Lakh,"Vadapalani, Chennai",Dec 2016,Comprehensive,Diesel,"1,30,000 Kms",Chengalpattu,Second Owner
2022 Volkswagen Virtus Highline AT BSVI,₹14.25 Lakh,"Vadapalani, Chennai",2022,Expired,Petrol,"20,000 Kms",Madurai,First Owner
2017 Jeep Compass 2.0 Sport,₹10.50 Lakh,"Vadapalani, Chennai",Jul 2017,Comprehensive,Diesel,"65,000 Kms",Chennai,First Owner
2017 Hyundai i20 Asta 1.2,₹5.36 Lakh,"Ganapathipuram, Chennai",Apr 2017,Zero Dep,Petrol,"38,980 Kms",Chennai,First Owner
2022 Tata Tigor 1.2 Revotron XZA,₹7.29 Lakh,"Vadapalani, Chennai",Oct 2022,Comprehensive,Petrol,"9,720 Kms",Madurai,First Owner
2011 Hyundai Verna 1.6 SX CRDi (O),₹3.50 Lakh,"Chromepet, Chennai",2011,Expired,Diesel,"1,50,000 Kms",Chennai,Second Owner
2020 Mercedes-Benz AMG C 63 Coupe,₹35 Lakh,"Thygaraya Nagar, Chennai",Aug 2020,Comprehensive,Petrol,"53,000 Kms",Chennai,First Owner
2016 Ford Figo 1.5P Titanium AT,₹4 Lakh,"Ganapathipuram, Chennai",2016,Expired,Petrol,"30,000 Kms",Poonamallee,Second Owner
2022 Maruti Baleno Alpha CVT,₹9.25 Lakh,"Vadapalani, Chennai",Dec 2022,Comprehensive,Petrol,"5,000 Kms",Chengalpattu,First Owner
2015 Ford Ecosport 1.0 Ecoboost Titanium Plus BSIV,₹5.50 Lakh,Chennai,2015,Expired,Petrol,"60,000 Kms",Chennai,First Owner
2021 Hyundai Venue SX Turbo iMT,₹7.90 Lakh,"Vadapalani, Chennai",Mar 2021,Zero Dep,Petrol,"48,662 Kms",Chennai,First Owner
2021 Kia Seltos GTX Plus,₹13.62 Lakh,"Vadapalani, Chennai",Sept 2021,Expired,Petrol,"50,186 Kms",Viluppuram,First Owner
2022 Maruti Swift VXI BSVI,₹6.75 Lakh,"Vadapalani, Chennai",Jan 2023,Comprehensive,Petrol,"5,600 Kms",Chennai,First Owner
2018 Honda Jazz 1.2 V i VTEC,₹5.12 Lakh,"Ganapathipuram, Chennai",Apr 2018,Comprehensive,Petrol,"79,567 Kms",Chennai,First Owner
2015 Honda City VX MT,₹5.79 Lakh,"Medavakkam, Chennai",Feb 2015,Comprehensive,Petrol,"1,07,749 Kms",Chennai,Second Owner
2022 Hyundai Venue SX Turbo,₹8.95 Lakh,"Vadapalani, Chennai",Apr 2022,Comprehensive,Petrol,"10,058 Kms",Chennai,Second Owner
2013 Ford Figo Petrol EXI,₹2.15 Lakh,"Ganapathipuram, Chennai",Nov 2013,Comprehensive,Petrol,"80,518 Kms",Chennai,Third Owner
2018 Maruti Dzire VXI,₹6.21 Lakh,"Medavakkam, Chennai",Sept 2018,Comprehensive,Petrol,"55,209 Kms",Chennai,First Owner
2017 Honda WR-V i-DTEC VX,₹6 Lakh,"Medavakkam, Chennai",2017,Expired,Diesel,"1,60,000 Kms",Chennai,First Owner
2017 Audi A3 cabriolet 1.4 TFSI,₹37.80 Lakh,"Thygaraya Nagar, Chennai",Jul 2018,Expired,Petrol,"49,000 Kms",New Delhi,Second Owner
2015 Honda Amaze SX i-DTEC,₹4.80 Lakh,"Ganapathipuram, Chennai",Sept 2015,Comprehensive,Diesel,"39,000 Kms",Chennai,First Owner
2021 Tata Altroz XT,₹6.97 Lakh,"Vadapalani, Chennai",Nov 2021,Comprehensive,Petrol,"39,283 Kms",Poonamallee,First Owner
2024 Maruti FRONX Alpha Turbo,₹11.70 Lakh,"Vadapalani, Chennai",Jul 2024,Expired,Petrol,"11,144 Kms",Poonamallee,First Owner
2016 Maruti Baleno Delta Diesel,₹4.97 Lakh,"Ganapathipuram, Chennai",Aug 2016,Comprehensive,Diesel,"72,221 Kms",Marthandam,Second Owner
2018 Hyundai Creta 1.6 SX Automatic,₹11.50 Lakh,"Vadapalani, Chennai",Dec 2018,Comprehensive,Petrol,"37,000 Kms",Chennai,First Owner
2021 Tata Altroz XZ Diesel BSVI,₹6.32 Lakh,"Medavakkam, Chennai",Jan 2022,Third Party,Diesel,"25,605 Kms",Poonamallee,First Owner
2019 Renault Duster RXZ 110PS AMT BSIV,₹9.70 Lakh,"Vadapalani, Chennai",Aug 2019,Comprehensive,Diesel,"60,000 Kms",Chennai,First Owner
2021 Hyundai i20 Sportz BSVI,₹6.87 Lakh,"Vadapalani, Chennai",Nov 2021,Zero Dep,Petrol,"24,249 Kms",Chennai,First Owner
2018 Hyundai Grand i10 1.2 Kappa Magna BSIV,₹4.32 Lakh,"Ganapathipuram, Chennai",Nov 2018,Comprehensive,Petrol,"48,624 Kms",Chennai,Second Owner
2018 Hyundai Santro Magna Corp Edition,₹4.56 Lakh,"Ganapathipuram, Chennai",Feb 2019,Comprehensive,Petrol,"32,612 Kms",Chennai,First Owner
2023 Tata Altroz XZ,₹7.80 Lakh,"Vadapalani, Chennai",2023,Expired,Petrol,"20,000 Kms",Chennai,First Owner
2023 Hyundai Grand i10 Nios Sportz,₹5.93 Lakh,"Medavakkam, Chennai",Jul 2023,Third Party,Petrol,"45,865 Kms",Chennai,First Owner
2017 Hyundai Creta 1.6 SX Diesel,₹9.70 Lakh,"Vadapalani, Chennai",Mar 2017,Comprehensive,Diesel,"54,868 Kms",Chennai,Second Owner
2019 Mahindra XUV500 W11 BSIV,₹14.75 Lakh,"Ganapathipuram, Chennai",May 2019,Comprehensive,Diesel,"85,000 Kms",Chennai,First Owner
2022 Maruti Wagon R ZXI 1.2,₹5.49 Lakh,"Medavakkam, Chennai",Jul 2022,Comprehensive,Petrol,"97,588 Kms",Chennai,First Owner
2015 Toyota Innova 2.5 ZX Diesel 7 Seater,₹14.50 Lakh,"Ganapathipuram, Chennai",2015,Expired,Diesel,"80,000 Kms",Chennai,First Owner
2015 Hyundai i20 Asta Option 1.4 CRDi,₹6.20 Lakh,"Medavakkam, Chennai",Oct 2015,Comprehensive,Diesel,"40,000 Kms",Chennai,First Owner
2020 Hyundai Xcent 1.2 CRDi SX,₹7.37 Lakh,"Vadapalani, Chennai",Jun 2020,Comprehensive,Diesel,"34,844 Kms",Chennai,First Owner
2021 Hyundai Santro Sportz AMT,₹5.65 Lakh,"Medavakkam, Chennai",Sept 2021,Comprehensive,Petrol,"37,000 Kms",Chennai,First Owner
2016 Hyundai Creta 1.6 VTVT Base,₹5.25 Lakh,Chennai,2016,Expired,Petrol,"90,000 Kms",Chennai,Second Owner
2021 MG Hector Sharp CVT,₹14.50 Lakh,"Ganapathipuram, Chennai",2021,Expired,Petrol,"30,000 Kms",Chennai,First Owner
2020 Maruti Celerio ZXI Optional,₹5.25 Lakh,"Ganapathipuram, Chennai",Oct 2020,Comprehensive,Petrol,"26,001 Kms",Chennai,First Owner
2019 Hyundai Verna VTVT 1.6 AT SX Option,₹9.75 Lakh,"Vadapalani, Chennai",Dec 2019,Comprehensive,Petrol,"22,000 Kms",Chennai,First Owner
2008 Honda City GXi,₹2.50 Lakh,Chennai,2008,Expired,Petrol,"80,000 Kms",Chennai,First Owner
2015 Honda City i VTEC CVT SV,₹6.15 Lakh,"Medavakkam, Chennai",2015,Expired,Petrol,"90,000 Kms",Chengalpattu,First Owner
2021 Hyundai Santro Sportz,₹4.38 Lakh,"Ganapathipuram, Chennai",Jul 2021,Comprehensive,Petrol,"59,870 Kms",Erode,Second Owner
2018 Hyundai i20 1.2 Magna Executive,₹4.73 Lakh,Chennai,2018,Expired,Petrol,"60,000 Kms",Poonamallee,First Owner
2016 Skoda Superb Style 1.8 TSI AT,₹14 Lakh,"Vadapalani, Chennai",Feb 2017,Comprehensive,Petrol,"99,000 Kms",Chennai,First Owner
2017 Honda City i VTEC CVT VX,₹6.65 Lakh,"Medavakkam, Chennai",Jan 2018,Third Party,Petrol,"98,302 Kms",Chennai,First Owner
2019 Hyundai Verna VTVT 1.6 SX,₹7.53 Lakh,"Vadapalani, Chennai",Mar 2019,Comprehensive,Petrol,"35,846 Kms",Chennai,Second Owner
2022 Renault Triber RXZ Dual Tone,₹8.79 Lakh,"Vadapalani, Chennai",Feb 2023,Comprehensive,Petrol,"22,049 Kms",Chennai,First Owner
2020 Hyundai Creta 1.6 SX,₹12.75 Lakh,"Vadapalani, Chennai",May 2020,Comprehensive,Petrol,"37,000 Kms",Chennai,First Owner
2022 Volkswagen Taigun 1.0 TSI Topline AT BSVI,₹12.98 Lakh,"Vadapalani, Chennai",Sept 2022,Expired,Petrol,"60,859 Kms",red hills,First Owner
2021 Ford Figo Petrol Titanium,₹5.45 Lakh,"Medavakkam, Chennai",Feb 2021,Comprehensive,Petrol,"52,494 Kms",Madurai,Second Owner
2013 Maruti Swift Dzire VDI,₹4.50 Lakh,"Ganapathipuram, Chennai",2013,Expired,Diesel,"70,000 Kms",,First Owner
2021 Hyundai i20 Asta Turbo iMT,₹7.49 Lakh,"Vadapalani, Chennai",Jun 2021,Expired,Petrol,"31,304 Kms",Thanjavur,First Owner
2012 Chevrolet Beat Diesel LS,₹2.20 Lakh,"Ganapathipuram, Chennai",2012,Expired,Diesel,"1,50,000 Kms",red hills,First Owner
2019 BMW 7 Series 730Ld DPE,₹68 Lakh,"Thygaraya Nagar, Chennai",Mar 2019,Comprehensive,Diesel,"53,001 Kms",Chennai,First Owner
2016 Hyundai Creta 1.6 VTVT E Plus,₹7.75 Lakh,"Vadapalani, Chennai",Dec 2016,Comprehensive,Petrol,"88,000 Kms",Chennai,First Owner
2018 Mahindra XUV500 R W10 FWD,₹11.25 Lakh,"Vadapalani, Chennai",Jun 2018,Comprehensive,Diesel,"85,000 Kms",Chennai,Second Owner
2019 Kia Seltos HTK Plus AT D,₹11.50 Lakh,"Vadapalani, Chennai",2019,Expired,Diesel,"1,20,000 Kms",Chennai,First Owner
2014 Maruti Wagon R VXI BS IV,₹3.40 Lakh,"Chromepet, Chennai",2014,Expired,Petrol,"39,000 Kms",,First Owner
2018 Volkswagen Vento 1.5 TDI Comfortline,₹7.60 Lakh,"Vadapalani, Chennai",2018,Expired,Diesel,"80,000 Kms",Madurai,First Owner
2013 Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,₹10.90 Lakh,"Kovilambakkam, Chennai",Apr 2013,Comprehensive,Diesel,"99,999 Kms",Chennai,First Owner
2016 Maruti Alto 800 LXi,₹2.92 Lakh,"Chromepet, Chennai",Feb 2017,Comprehensive,Petrol,"51,102 Kms",Krishnagiri,First Owner
2021 Maruti Vitara Brezza VXI,₹7.45 Lakh,"Vadapalani, Chennai",2021,Expired,Petrol,"50,000 Kms",Chennai,First Owner
2018 Hyundai Verna 1.6 SX VTVT AT,₹8.74 Lakh,"Vadapalani, Chennai",Mar 2018,Comprehensive,Petrol,"54,172 Kms",Chennai,First Owner
2021 Hyundai i20 Asta IVT DT,₹8.39 Lakh,"Vadapalani, Chennai",Feb 2021,Comprehensive,Petrol,"16,811 Kms",Chennai,First Owner
2020 Honda Amaze VX i-VTEC,₹7.12 Lakh,"Vadapalani, Chennai",Aug 2020,Comprehensive,Petrol,"41,560 Kms",Chennai,First Owner
2017 Datsun GO Plus T,₹3.34 Lakh,"Chromepet, Chennai",Jun 2017,Comprehensive,Petrol,"12,490 Kms",Chennai,First Owner
2022 Maruti Eeco Cargo AC 5 Str Opt,₹5.23 Lakh,"Ganapathipuram, Chennai",Oct 2022,Comprehensive,Petrol,"11,644 Kms",Chengalpattu,First Owner
2016 Hyundai Creta 1.6 SX Diesel,₹7 Lakh,"Vadapalani, Chennai",May 2016,Comprehensive,Diesel,"1,49,948 Kms",Chennai,First Owner
2018 Maruti Baleno 1.2 CVT Delta,₹5.06 Lakh,"Ganapathipuram, Chennai",Apr 2018,Comprehensive,Petrol,"73,375 Kms",Chennai,Second Owner
2016 Maruti Celerio VXI AT Optional,₹4.01 Lakh,"Ganapathipuram, Chennai",Dec 2016,Expired,Petrol,"35,173 Kms",Chennai,First Owner
2022 Mahindra XUV700 AX7 AT Luxury Pack BSVI,₹20.69 Lakh,"Anna Nagar West Extension, Chennai",Mar 2022,Third Party,Petrol,"48,910 Kms",Chennai,First Owner
2023 Mahindra Scorpio N Z8L Diesel 4x4 AT,₹24.90 Lakh,"Anna Nagar West Extension, Chennai",2023,Expired,Diesel,"20,000 Kms",Tiruvallur,First Owner
2018 Honda Amaze VX i DTEC,₹5.92 Lakh,"Medavakkam, Chennai",Jun 2018,Expired,Diesel,"1,04,525 Kms",Chennai,First Owner
2022 Honda WR-V i-VTEC S,₹7.68 Lakh,"Vadapalani, Chennai",Oct 2022,Comprehensive,Petrol,"18,439 Kms",Chennai,First Owner
2013 Nissan Micra XV CVT,₹3.49 Lakh,"Chromepet, Chennai",Nov 2013,Expired,Petrol,"48,251 Kms",Kanchipuram,Second Owner
2017 Maruti Celerio ZXI Optional AMT BSIV,₹4.31 Lakh,"Ganapathipuram, Chennai",Sept 2017,Zero Dep,Petrol,"25,754 Kms",Chennai,First Owner
2019 Volkswagen Polo 1.0 MPI Trendline,₹4.98 Lakh,"Ganapathipuram, Chennai",Sept 2019,Comprehensive,Petrol,"1,20,786 Kms",Tiruchirappalli,First Owner
2021 Hyundai Grand i10 Nios AMT Sportz,₹5 Lakh,"Ganapathipuram, Chennai",2021,Expired,Petrol,"20,000 Kms",Viluppuram,Third Owner
2012 BMW X1 sDrive 20D xLine,₹7.50 Lakh,"Vadapalani, Chennai",Mar 2014,Comprehensive,Diesel,"90,000 Kms",Chennai,Third Owner
2022 Hyundai Alcazar Signature (O) 7-Seater Diesel AT,₹18.75 Lakh,"Thygaraya Nagar, Chennai",Oct 2022,Comprehensive,Diesel,"30,000 Kms",Chennai,First Owner
2016 Audi Q3 35 TDI Quattro Technology,₹19.50 Lakh,"Anna Nagar West Extension, Chennai",Jul 2016,Comprehensive,Diesel,"55,000 Kms",Chennai,First Owner
2018 Maruti Celerio VXI,₹4.12 Lakh,"Ganapathipuram, Chennai",Jun 2018,Comprehensive,Petrol,"62,378 Kms",Chennai,Second Owner
2017 Hyundai Verna 1.6 SX VTVT,₹8.20 Lakh,"Vadapalani, Chennai",2017,Expired,Petrol,"60,000 Kms",Chennai,Second Owner
2016 Maruti Swift Dzire VXI,₹4.55 Lakh,"Ganapathipuram, Chennai",Jun 2016,Expired,Petrol,"99,954 Kms",Chennai,First Owner
2019 Audi Q5 40 TDI Premium Plus,₹31.90 Lakh,"Thygaraya Nagar, Chennai",Dec 2019,Expired,Diesel,"32,700 Kms",Gurgaon,First Owner
2014 Skoda Superb 1.8 TFSI MT,₹7 Lakh,"Vadapalani, Chennai",2014,Expired,Petrol,"1,00,000 Kms",Chennai,Second Owner
2016 BMW X5 xDrive 30d Expedition,₹36 Lakh,"Thygaraya Nagar, Chennai",Oct 2016,Comprehensive,Diesel,"49,000 Kms",Chennai,Second Owner
2019 Volkswagen Vento 1.6 Highline,₹7.25 Lakh,"Vadapalani, Chennai",2019,Expired,Petrol,"70,000 Kms",Chennai,First Owner
2023 Maruti Alto K10 VXI,₹4.31 Lakh,"Ganapathipuram, Chennai",Jun 2023,Third Party,Petrol,"26,616 Kms",Chengalpattu,First Owner
2017 Honda City ZX CVT,₹8.25 Lakh,"Vadapalani, Chennai",Nov 2017,Comprehensive,Petrol,"41,034 Kms",Chennai,First Owner
2019 Hyundai Venue S,₹7.25 Lakh,"Vadapalani, Chennai",Feb 2021,Comprehensive,Petrol,"11,000 Kms",Chennai,First Owner
2021 Mahindra Thar LX 4WD Hard Top AT BSVI,₹14.50 Lakh,"Ganapathipuram, Chennai",2021,Expired,Petrol,"30,000 Kms",Chennai,Second Owner
2017 Ford Aspire 1.5 TDCi Titanium,₹5.75 Lakh,"Medavakkam, Chennai",2017,Expired,Diesel,"60,000 Kms",,First Owner
2018 Toyota Fortuner 2.8 2WD MT BSIV,₹25 Lakh,"Anna Nagar West Extension, Chennai",Jun 2019,Expired,Diesel,"1,32,000 Kms",Gobichettipalayam,Second Owner
2023 Maruti Celerio ZXI,₹5.67 Lakh,"Medavakkam, Chennai",Jul 2023,Comprehensive,Petrol,"14,287 Kms",Chennai,First Owner
2023 Citroen C3 Feel Dual Tone Turbo,₹7.50 Lakh,"Vadapalani, Chennai",2023,Expired,Petrol,"30,000 Kms",,First Owner
2009 Maruti Swift Vdi BSIII,₹3.20 Lakh,"Chromepet, Chennai",2009,Expired,Diesel,"1,50,000 Kms",,First Owner
2021 Toyota Glanza V CVT,₹6.76 Lakh,"Vadapalani, Chennai",Jul 2021,Expired,Petrol,"51,976 Kms",Chennai,First Owner
2018 Hyundai Creta 1.6 SX Option Diesel,₹12.50 Lakh,"Vadapalani, Chennai",2018,Expired,Diesel,"70,000 Kms",,First Owner
2022 Hyundai Verna SX Opt Turbo,₹13.42 Lakh,"Vadapalani, Chennai",Oct 2022,Comprehensive,Petrol,"33,348 Kms",Poonamallee,First Owner
2009 Audi A6 3.0 TFSI quattro,₹12 Lakh,"Kottivakkam, Chennai",Jul 2009,Comprehensive,Petrol,"92,000 Kms",Chennai,First Owner
2019 Maruti Baleno 1.2 CVT Alpha,₹6.75 Lakh,"Ganapathipuram, Chennai",Dec 2019,Expired,Petrol,"17,822 Kms",Chennai,First Owner
2016 Maruti Alto 800 VXI,₹2.98 Lakh,"Chromepet, Chennai",Oct 2016,Comprehensive,Petrol,"92,763 Kms",Madurai,First Owner
2019 Tata Nexon XZ Plus DualTone Roof Diesel,₹8.14 Lakh,"Vadapalani, Chennai",Apr 2019,Comprehensive,Diesel,"56,093 Kms",Poonamallee,First Owner
2014 Audi Q5 3.0 TDI Quattro,₹25 Lakh,"Anna Nagar West Extension, Chennai",2014,Expired,Diesel,"1,60,000 Kms",,First Owner
2018 Hyundai i20 Active 1.2 S,₹5.29 Lakh,"Thiruverkadu, Chennai",Apr 2018,Expired,Petrol,"72,679 Kms",Sivaganga,Second Owner
2019 Datsun RediGO A,₹2.56 Lakh,"Ganapathipuram, Chennai",Feb 2020,Expired,Petrol,"33,685 Kms",Tiruvallur,First Owner
2021 BMW X1 sDrive20d xLine,₹29.90 Lakh,"Thygaraya Nagar, Chennai",Jan 2022,Comprehensive,Diesel,"39,561 Kms",Pondicherry,First Owner
2016 Renault KWID RXT,₹3.29 Lakh,"Chromepet, Chennai",May 2016,Comprehensive,Petrol,"12,666 Kms",Chennai,First Owner
2020 Maruti Baleno Delta,₹6.50 Lakh,"Medavakkam, Chennai",2020,Expired,Petrol,"50,000 Kms",Chennai,First Owner
2015 Maruti Celerio VXI,₹3.75 Lakh,"Ganapathipuram, Chennai",May 2015,Expired,Petrol,"37,400 Kms",Chennai,First Owner
2018 Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,₹6.90 Lakh,"Vadapalani, Chennai",Jan 2019,Comprehensive,Petrol,"82,000 Kms",Chennai,First Owner
2020 Honda City V CVT,₹10.35 Lakh,"Vadapalani, Chennai",Aug 2020,Comprehensive,Petrol,"50,155 Kms",Chennai,First Owner
2014 Maruti Celerio VXI AMT,₹3.01 Lakh,"Chromepet, Chennai",Sept 2014,Third Party,Petrol,"67,070 Kms",Chennai,Second Owner
2017 Honda Jazz 1.2 V AT i VTEC,₹4.75 Lakh,"Ganapathipuram, Chennai",Apr 2017,Comprehensive,Petrol,"80,180 Kms",Chennai,Second Owner
2015 Maruti Swift Dzire VXI 1.2,₹3.65 Lakh,"Rohini Courts, New Delhi",Jun 2015,Expired,Petrol,"56,232 Kms",New Delhi,First Owner
2022 Honda Amaze 2nd Gen VX CVT,₹8.25 Lakh,"Shakti Nagar, New Delhi",Aug 2022,Comprehensive,Petrol,"19,000 Kms",New Delhi,First Owner
2021 Kia Sonet HTE,₹9.66 Lakh,"Rajouri Garden, New Delhi",Jan 2021,Comprehensive,Petrol,"18,308 Kms",New Delhi,First Owner
2023 Renault Kiger RXZ,₹8.10 Lakh,"Preet Vihar, New Delhi",Mar 2023,Third Party,Petrol,"11,000 Kms",Ghaziabad,First Owner
2022 MG Hector Shine CVT,₹15.40 Lakh,"Ashok Vihar, New Delhi",Nov 2022,Expired,Petrol,"10,000 Kms",HR98,First Owner
2021 Renault Kiger RXL,₹5.55 Lakh,"Saket, New Delhi",Jan 2022,Comprehensive,Petrol,"21,000 Kms",New Delhi,First Owner
2016 Toyota Etios Liva V,₹3.40 Lakh,"Vasant Kunj, New Delhi",Jun 2016,Comprehensive,Petrol,"63,760 Kms",New Delhi,First Owner
2023 Honda Amaze 2nd Gen VX CVT,₹8.89 Lakh,"Shakti Nagar, New Delhi",May 2023,Comprehensive,Petrol,"17,900 Kms",New Delhi,First Owner
2016 Maruti Swift VXI,₹3.88 Lakh,"Rajouri Garden, New Delhi",May 2016,Comprehensive,Petrol,"32,137 Kms",New Delhi,Second Owner
2022 Renault Triber RXL BSVI,₹5.25 Lakh,"Ramesh Nagar, New Delhi",Aug 2022,Comprehensive,Petrol,"32,000 Kms",New Delhi,First Owner
2022 Maruti Grand Vitara Zeta Plus Hybrid CVT BSVI,₹16.90 Lakh,"Vikaspuri, New Delhi",Dec 2024,Expired,Petrol,"20,000 Kms",New Delhi,First Owner
2019 Kia Seltos HTK Plus G,₹8.93 Lakh,"Pitampura, New Delhi",Oct 2019,Comprehensive,Petrol,"42,407 Kms",Gurgaon,First Owner
2020 Maruti Celerio VXI CNG,₹4.59 Lakh,"Dwarka Sector-6, New Delhi",Jul 2020,Comprehensive,CNG,"35,701 Kms",New Delhi,First Owner
2021 Kia Sonet HTX Turbo DCT,₹9.73 Lakh,"Rohini Courts, New Delhi",Jun 2021,Comprehensive,Petrol,"17,231 Kms",New Delhi,First Owner
2022 Tata Punch Adventure,₹5.83 Lakh,"Saket, New Delhi",Jul 2022,Comprehensive,Petrol,"22,534 Kms",New Delhi,First Owner
2023 Mercedes-Benz C-Class C 200 BSVI,₹48 Lakh,"Sector 21e, Gurgaon",Jan 2023,Expired,Petrol,"25,763 Kms",Ahmedabad,First Owner
2020 Maruti Celerio VXI CNG,₹4.68 Lakh,"Rajouri Garden, New Delhi",Jul 2020,Comprehensive,CNG,"31,877 Kms",New Delhi,First Owner
2014 Hyundai i20 Asta 1.2,₹4.20 Lakh,"Ramesh Nagar, New Delhi",Jan 2015,Comprehensive,Petrol,"58,000 Kms",New Delhi,First Owner
2021 Renault Kiger RXT AMT,₹5.84 Lakh,"Pitampura, New Delhi",Jul 2021,Comprehensive,Petrol,"31,328 Kms",New Delhi,First Owner
2021 Renault Kiger RXZ,₹6.01 Lakh,"Rohini Courts, New Delhi",Mar 2021,Comprehensive,Petrol,"55,364 Kms",New Delhi,First Owner
2018 Hyundai Verna VTVT 1.6 SX,₹7.65 Lakh,"Vaishali Nagar, Jaipur",Nov 2018,Comprehensive,Petrol,"61,000 Kms",Jaipur,First Owner
2021 Toyota Fortuner 4X2 Diesel BSVI,₹35.11 Lakh,"Tilak Nagar East, New Delhi",Feb 2021,Comprehensive,Diesel,"76,100 Kms",Jaipur,First Owner
2017 Datsun RediGO 1.0 S,₹1.70 Lakh,"Shyam Nagar, Jaipur",2017,Expired,Petrol,"60,000 Kms",Jaipur,First Owner
2010 Ford Figo Diesel Titanium,₹90 Thousand,Jaipur,2010,Expired,Diesel,"1,20,000 Kms",Jaipur,Second Owner
2019 Ford Ecosport 1.5 Diesel Ambiente BSIV,₹5.90 Lakh,"Mansarovar, Jaipur",Aug 2019,Comprehensive,Diesel,"58,000 Kms",Jaipur,First Owner
2020 Honda Amaze VX i-VTEC,₹5.45 Lakh,"Mansarovar, Jaipur",May 2020,Comprehensive,Petrol,"48,000 Kms",Jaipur,First Owner
2016 Maruti Ciaz VXi Plus,₹5.30 Lakh,"Mansarovar, Jaipur",Sept 2016,Comprehensive,Petrol,"65,000 Kms",Jodhpur,First Owner
2014 Volkswagen Polo 1.5 TDI Highline,₹4.41 Lakh,"Vaishali Nagar, Jaipur",Nov 2014,Comprehensive,Diesel,"75,000 Kms",chomu,First Owner
2017 Jaguar XE 2.0L Diesel Prestige,₹23 Lakh,"Rajasthan State Hotel, Jaipur",2017,Expired,Diesel,"70,000 Kms",Jaipur,Third Owner
2016 Honda City i DTec V,₹4.50 Lakh,"Vaishali Nagar, Jaipur",Mar 2017,Expired,Diesel,"64,000 Kms",kotputli,Second Owner
2013 Toyota Innova 2.5 G (Diesel) 7 Seater,₹6.75 Lakh,"Shyam Nagar, Jaipur",Mar 2013,Comprehensive,Diesel,"1,00,000 Kms",Sri Ganganagar,Second Owner
2015 Mercedes-Benz E-Class E250 CDI,₹15.11 Lakh,"Vaishali Nagar, Jaipur",Sept 2015,Comprehensive,Diesel,"90,000 Kms",Bhilwara,Second Owner
2020 Porsche Macan 2.0 Turbo,₹62 Lakh,"Tilak Nagar East, New Delhi",Nov 2020,Comprehensive,Petrol,"41,000 Kms",nurpur,Second Owner
